Age,Education,MaritalStatus,Occupation,Race,Gender,HoursPerWeek,Country,Salary
32, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States, <=50K
44, Bachelors, Never-married, Prof-specialty, White, Male,40, United-States, >50K
27, HS-grad, Married-spouse-absent, Farming-fishing, White, Female,40, Mexico, <=50K
40, Some-college, Married-civ-spouse, Protective-serv, White, Male,40, United-States, >50K
43, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, White, Male,60, United-States, <=50K
31, Some-college, Married-civ-spouse, Craft-repair, White, Male,35, United-States, >50K
57, Some-college, Married-civ-spouse, Craft-repair, White, Male,40, United-States, >50K
25, Bachelors, Never-married, Exec-managerial, White, Male,35, United-States, <=50K
22, Assoc-voc, Never-married, Other-service, Black, Female,36, United-States, <=50K
20, Assoc-voc, Never-married, Adm-clerical, White, Female,35, United-States, <=50K
27, HS-grad, Married-civ-spouse, Sales, White, Female,40, United-States, <=50K
39, Some-college, Divorced, Exec-managerial, White, Female,40, Mexico, <=50K
27, Masters, Never-married, Prof-specialty, White, Male,40, United-States, <=50K
41, HS-grad, Separated, Transport-moving, White, Male,40, United-States, <=50K
31, Bachelors, Never-married, Prof-specialty, White, Male,45, United-States, <=50K
41, Assoc-acdm, Married-civ-spouse, Sales, White, Male,20, United-States, <=50K
25, Bachelors, Never-married, Exec-managerial, White, Male,40, United-States, <=50K
29, Assoc-acdm, Never-married, Prof-specialty, Black, Male,40, United-States, >50K
22, HS-grad, Married-civ-spouse, Other-service, White, Male,50, United-States, <=50K
62, 7th-8th, Married-civ-spouse, Protective-serv, White, Male,91, United-States, <=50K
29, HS-grad, Divorced, Exec-managerial, Other, Female,40, United-States, <=50K
44, Some-college, Married-civ-spouse, Exec-managerial, White, Female,70, United-States, >50K
32, Bachelors, Married-civ-spouse, Adm-clerical, White, Female,2, United-States, <=50K
19, HS-grad, Never-married, ?, Black, Female,40, United-States, <=50K
20, Assoc-voc, Never-married, Machine-op-inspct, White, Female,40, United-States, <=50K
65, Some-college, Married-civ-spouse, Machine-op-inspct, Black, Male,40, United-States, >50K
24, HS-grad, Never-married, Handlers-cleaners, White, Female,36, United-States, <=50K
37, Masters, Married-civ-spouse, Exec-managerial, White, Male,50, United-States, >50K
43, HS-grad, Divorced, Tech-support, Black, Female,40, United-States, <=50K
38, Bachelors, Married-civ-spouse, Sales, White, Female,60, United-States, >50K
28, Assoc-acdm, Never-married, Sales, White, Female,35, United-States, <=50K
33, HS-grad, Never-married, Handlers-cleaners, White, Male,40, United-States, <=50K
32, HS-grad, Married-civ-spouse, Adm-clerical, White, Female,40, United-States, >50K
38, Masters, Married-civ-spouse, Exec-managerial, White, Male,45, United-States, >50K
33, Some-college, Divorced, Tech-support, White, Female,40, United-States, <=50K
42, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,60, United-States, >50K
27, HS-grad, Never-married, Craft-repair, White, Male,40, United-States, <=50K
41, HS-grad, Divorced, Handlers-cleaners, White, Male,40, United-States, <=50K
47, Masters, Married-civ-spouse, Prof-specialty, White, Male,60, United-States, >50K
55, 11th, Married-civ-spouse, Exec-managerial, White, Male,45, United-States, <=50K
30, Some-college, Never-married, Craft-repair, White, Male,8, United-States, <=50K
54, Some-college, Widowed, Craft-repair, White, Female,50, United-States, <=50K
40, Bachelors, Married-civ-spouse, Adm-clerical, White, Male,40, United-States, >50K
21, HS-grad, Never-married, Adm-clerical, White, Female,40, United-States, <=50K
34, Bachelors, Divorced, Craft-repair, White, Female,25, United-States, <=50K
30, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, >50K
31, Some-college, Never-married, Adm-clerical, White, Female,45, United-States, <=50K
22, HS-grad, Never-married, Transport-moving, White, Male,37, United-States, <=50K
37, HS-grad, Married-civ-spouse, Other-service, Black, Male,40, United-States, >50K
41, 9th, Married-civ-spouse, ?, Asian-Pac-Islander, Female,40, Hong, <=50K
52, Masters, Never-married, Prof-specialty, White, Female,40, United-States, <=50K
57, Some-college, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, <=50K
48, Some-college, Divorced, Adm-clerical, White, Female,48, United-States, <=50K
58, HS-grad, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K
35, 9th, Married-civ-spouse, Craft-repair, White, Male,50, United-States, <=50K
40, HS-grad, Never-married, Exec-managerial, White, Female,45, United-States, <=50K
30, HS-grad, Divorced, Sales, White, Female,25, United-States, <=50K
26, HS-grad, Married-civ-spouse, Exec-managerial, White, Male,40, Outlying-US(Guam-USVI-etc), <=50K
46, HS-grad, Married-civ-spouse, Prof-specialty, White, Male,60, United-States, <=50K
26, Some-college, Married-civ-spouse, Adm-clerical, Black, Male,40, United-States, <=50K
50, Bachelors, Divorced, Prof-specialty, Black, Female,40, United-States, <=50K
22, HS-grad, Married-civ-spouse, Transport-moving, White, Male,50, United-States, >50K
36, Masters, Widowed, Tech-support, Asian-Pac-Islander, Female,40, India, <=50K
30, HS-grad, Married-civ-spouse, Sales, White, Male,52, United-States, >50K
58, Assoc-acdm, Married-civ-spouse, Exec-managerial, White, Male,50, United-States, >50K
17, 11th, Never-married, ?, White, Male,40, United-States, <=50K
72, Assoc-voc, Separated, Other-service, White, Female,25, United-States, <=50K
19, HS-grad, Never-married, Adm-clerical, White, Female,40, United-States, <=50K
29, 7th-8th, Married-civ-spouse, Other-service, White, Female,40, Mexico, <=50K
20, HS-grad, Never-married, ?, Black, Female,25, United-States, <=50K
30, Some-college, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K
47, Some-college, Divorced, Other-service, White, Female,45, United-States, <=50K
51, Some-college, Married-civ-spouse, Prof-specialty, White, Male,45, United-States, >50K
26, 10th, Married-civ-spouse, Handlers-cleaners, White, Male,40, United-States, <=50K
24, Some-college, Never-married, Exec-managerial, White, Male,42, United-States, <=50K
44, Masters, Divorced, Sales, White, Male,24, Iran, <=50K
43, HS-grad, Married-civ-spouse, Exec-managerial, White, Male,50, United-States, >50K
35, Bachelors, Never-married, Exec-managerial, White, Male,50, United-States, <=50K
51, HS-grad, Married-civ-spouse, Tech-support, White, Male,50, United-States, >50K
41, HS-grad, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K
38, Some-college, Divorced, Adm-clerical, Other, Female,40, United-States, <=50K
39, HS-grad, Married-civ-spouse, Adm-clerical, Asian-Pac-Islander, Female,20, United-States, <=50K
54, 10th, Separated, Sales, White, Female,43, Italy, <=50K
62, HS-grad, Never-married, Craft-repair, White, Male,40, United-States, <=50K
45, Doctorate, Married-civ-spouse, Exec-managerial, White, Male,60, United-States, <=50K
30, HS-grad, Never-married, Exec-managerial, Black, Female,35, Jamaica, <=50K
32, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K
23, HS-grad, Divorced, Other-service, White, Female,40, United-States, <=50K
84, Assoc-voc, Widowed, Adm-clerical, White, Female,14, United-States, <=50K
46, Bachelors, Never-married, Prof-specialty, White, Male,60, United-States, <=50K
67, Masters, Divorced, Adm-clerical, White, Female,40, United-States, <=50K
29, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, >50K
33, Assoc-voc, Never-married, Exec-managerial, White, Male,55, United-States, >50K
23, Some-college, Married-civ-spouse, Tech-support, White, Male,42, United-States, <=50K
63, HS-grad, Married-civ-spouse, ?, White, Male,55, United-States, >50K
55, HS-grad, Separated, ?, Black, Female,40, United-States, <=50K
42, Prof-school, Divorced, Prof-specialty, White, Female,40, United-States, <=50K
17, 11th, Never-married, Other-service, Amer-Indian-Eskimo, Female,20, United-States, <=50K
60, 5th-6th, Married-civ-spouse, Transport-moving, White, Male,40, United-States, <=50K
31, 12th, Divorced, Transport-moving, White, Male,40, United-States, <=50K
28, 7th-8th, Never-married, Adm-clerical, White, Male,40, Portugal, <=50K
31, 9th, Married-civ-spouse, Handlers-cleaners, Black, Male,48, United-States, <=50K
65, Bachelors, Married-civ-spouse, ?, White, Male,40, United-States, >50K
31, Bachelors, Never-married, Exec-managerial, White, Male,50, United-States, >50K
61, HS-grad, Divorced, Handlers-cleaners, Black, Female,40, United-States, <=50K
43, Prof-school, Married-civ-spouse, Prof-specialty, White, Male,50, United-States, >50K
40, Some-college, Never-married, Adm-clerical, Black, Female,49, United-States, <=50K
39, HS-grad, Never-married, Exec-managerial, White, Male,40, United-States, <=50K
37, Some-college, Married-spouse-absent, Adm-clerical, Black, Female,27, United-States, <=50K
47, Some-college, Married-civ-spouse, Craft-repair, Amer-Indian-Eskimo, Male,40, United-States, <=50K
45, Some-college, Married-civ-spouse, Transport-moving, White, Male,65, United-States, >50K
30, HS-grad, Married-civ-spouse, Craft-repair, White, Male,60, United-States, <=50K
30, Prof-school, Never-married, Prof-specialty, White, Male,40, United-States, <=50K
49, Some-college, Divorced, Prof-specialty, White, Male,44, United-States, >50K
51, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40, United-States, >50K
31, Bachelors, Never-married, Prof-specialty, White, Female,72, United-States, >50K
48, Bachelors, Married-civ-spouse, Exec-managerial, White, Female,25, United-States, >50K
20, Some-college, Never-married, Adm-clerical, Asian-Pac-Islander, Female,30, United-States, <=50K
32, HS-grad, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K
31, Some-college, Never-married, ?, Black, Female,40, United-States, <=50K
19, HS-grad, Never-married, Adm-clerical, White, Male,25, United-States, <=50K
50, Masters, Divorced, Exec-managerial, White, Female,35, United-States, <=50K
33, HS-grad, Married-civ-spouse, Exec-managerial, White, Male,50, United-States, <=50K
25, Bachelors, Never-married, ?, White, Male,20, United-States, <=50K
49, HS-grad, Divorced, Craft-repair, White, Male,40, United-States, <=50K
30, Some-college, Married-civ-spouse, Transport-moving, White, Male,40, United-States, <=50K
23, Bachelors, Never-married, Sales, White, Male,40, United-States, <=50K
44, Doctorate, Married-civ-spouse, Exec-managerial, White, Female,32, United-States, >50K
24, Assoc-voc, Never-married, Sales, White, Male,5, United-States, <=50K
28, Assoc-voc, Never-married, Adm-clerical, Asian-Pac-Islander, Female,45, United-States, <=50K
56, HS-grad, Divorced, Adm-clerical, White, Female,40, United-States, <=50K
38, HS-grad, Never-married, Adm-clerical, White, Female,38, United-States, <=50K
20, Some-college, Never-married, Adm-clerical, White, Female,20, United-States, <=50K
82, HS-grad, Widowed, Exec-managerial, White, Female,18, United-States, <=50K
52, Bachelors, Married-civ-spouse, Protective-serv, White, Male,60, United-States, >50K
32, Some-college, Never-married, Craft-repair, Black, Male,40, United-States, <=50K
37, Assoc-voc, Separated, Prof-specialty, White, Female,32, United-States, <=50K
36, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, >50K
39, Bachelors, Married-civ-spouse, Adm-clerical, White, Male,40, United-States, >50K
30, HS-grad, Married-civ-spouse, Craft-repair, Asian-Pac-Islander, Male,40, United-States, <=50K
49, HS-grad, Married-civ-spouse, Protective-serv, White, Male,56, United-States, <=50K
40, Assoc-voc, Divorced, Exec-managerial, White, Female,40, United-States, <=50K
42, 11th, Married-civ-spouse, Transport-moving, White, Male,45, United-States, <=50K
35, Bachelors, Never-married, Prof-specialty, White, Male,40, United-States, <=50K
39, HS-grad, Divorced, Other-service, White, Female,81, United-States, <=50K
32, Assoc-voc, Married-spouse-absent, Craft-repair, White, Male,40, United-States, <=50K
22, 11th, Never-married, Craft-repair, White, Male,50, United-States, <=50K
53, Some-college, Divorced, Adm-clerical, White, Female,40, United-States, <=50K
25, HS-grad, Never-married, Adm-clerical, White, Male,40, United-States, <=50K
17, 10th, Never-married, ?, White, Male,30, United-States, <=50K
44, HS-grad, Married-civ-spouse, Craft-repair, White, Male,70, United-States, >50K
52, Masters, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, >50K
42, HS-grad, Married-civ-spouse, Transport-moving, Amer-Indian-Eskimo, Male,40, United-States, <=50K
34, 11th, Married-civ-spouse, Transport-moving, White, Male,50, United-States, <=50K
27, Some-college, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States, <=50K
37, HS-grad, Never-married, Machine-op-inspct, Black, Male,40, United-States, <=50K
39, Masters, Married-civ-spouse, Prof-specialty, Other, Female,38, United-States, >50K
26, HS-grad, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, <=50K
48, Masters, Married-civ-spouse, Exec-managerial, White, Female,38, United-States, >50K
57, HS-grad, Divorced, Sales, White, Female,28, United-States, <=50K
36, Assoc-voc, Separated, Exec-managerial, White, Male,48, United-States, <=50K
27, Bachelors, Never-married, Sales, White, Female,40, United-States, <=50K
17, 11th, Never-married, Handlers-cleaners, White, Male,15, United-States, <=50K
30, 5th-6th, Married-civ-spouse, Craft-repair, White, Male,40, Mexico, <=50K
37, Assoc-voc, Married-civ-spouse, Adm-clerical, Black, Female,48, United-States, >50K
31, Bachelors, Never-married, Sales, White, Female,40, United-States, <=50K
23, Assoc-acdm, Never-married, Adm-clerical, White, Female,20, United-States, <=50K
32, 10th, Never-married, Craft-repair, White, Male,45, United-States, <=50K
58, HS-grad, Married-civ-spouse, Sales, White, Male,40, United-States, >50K
31, HS-grad, Never-married, Other-service, White, Female,8, United-States, <=50K
44, Bachelors, Married-civ-spouse, Exec-managerial, Black, Male,40, United-States, >50K
39, Bachelors, Divorced, Tech-support, Black, Female,40, United-States, <=50K
59, HS-grad, Married-civ-spouse, Craft-repair, White, Male,45, United-States, >50K
42, Bachelors, Married-civ-spouse, Transport-moving, White, Male,48, United-States, >50K
45, HS-grad, Married-civ-spouse, Adm-clerical, White, Male,35, United-States, <=50K
20, HS-grad, Never-married, Craft-repair, White, Male,35, United-States, <=50K
35, HS-grad, Married-civ-spouse, Adm-clerical, White, Male,40, United-States, <=50K
50, Assoc-acdm, Married-civ-spouse, Tech-support, Black, Male,40, United-States, <=50K
56, HS-grad, Never-married, Handlers-cleaners, White, Male,28, United-States, <=50K
48, Assoc-voc, Married-civ-spouse, Sales, White, Male,40, United-States, >50K
58, Masters, Widowed, Other-service, White, Female,15, United-States, <=50K
32, Assoc-voc, Married-civ-spouse, Craft-repair, White, Male,50, United-States, <=50K
23, Some-college, Never-married, Sales, White, Female,12, United-States, <=50K
48, HS-grad, Divorced, Machine-op-inspct, White, Male,40, United-States, <=50K
33, HS-grad, Divorced, Protective-serv, White, Male,70, United-States, <=50K
48, Bachelors, Never-married, Prof-specialty, White, Female,45, Mexico, <=50K
55, HS-grad, Widowed, Other-service, White, Female,35, Italy, <=50K
40, Assoc-voc, Never-married, Exec-managerial, Amer-Indian-Eskimo, Female,40, United-States, <=50K
50, Some-college, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, <=50K
52, 10th, Married-civ-spouse, Craft-repair, White, Male,35, United-States, <=50K
19, HS-grad, Never-married, Other-service, White, Female,30, United-States, <=50K
55, 10th, Married-civ-spouse, Sales, White, Male,50, United-States, >50K
36, Prof-school, Married-civ-spouse, Sales, White, Male,30, United-States, >50K
39, Bachelors, Separated, Prof-specialty, Asian-Pac-Islander, Female,40, Philippines, >50K
22, Some-college, Never-married, Adm-clerical, White, Female,40, United-States, <=50K
44, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,50, United-States, >50K
34, HS-grad, Divorced, Craft-repair, White, Male,38, United-States, <=50K
33, Some-college, Married-civ-spouse, Other-service, White, Male,50, United-States, <=50K
55, Masters, Divorced, Prof-specialty, White, Female,40, United-States, >50K
35, Masters, Married-civ-spouse, Exec-managerial, White, Male,45, United-States, >50K
50, 11th, Widowed, Machine-op-inspct, White, Female,40, United-States, <=50K
43, Some-college, Divorced, Adm-clerical, Black, Female,40, United-States, <=50K
29, Assoc-voc, Never-married, Tech-support, White, Male,40, United-States, <=50K
56, Some-college, Married-civ-spouse, Transport-moving, Black, Male,40, United-States, <=50K
33, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, >50K
24, HS-grad, Married-civ-spouse, Sales, White, Male,50, United-States, <=50K
46, Assoc-voc, Divorced, Sales, White, Female,40, United-States, <=50K
60, HS-grad, Married-civ-spouse, Adm-clerical, White, Female,15, United-States, >50K
48, Masters, Married-civ-spouse, Other-service, White, Male,40, United-States, <=50K
65, 11th, Married-civ-spouse, Transport-moving, White, Male,35, United-States, <=50K
29, HS-grad, Never-married, Handlers-cleaners, White, Male,40, United-States, <=50K
42, HS-grad, Married-civ-spouse, Transport-moving, White, Male,43, United-States, <=50K
44, Prof-school, Married-civ-spouse, Prof-specialty, White, Male,50, United-States, >50K
73, Some-college, Married-civ-spouse, Sales, White, Male,6, United-States, >50K
21, Some-college, Never-married, Tech-support, White, Female,50, United-States, <=50K
32, HS-grad, Married-civ-spouse, Farming-fishing, White, Male,55, United-States, >50K
43, Masters, Married-civ-spouse, Protective-serv, White, Male,35, United-States, >50K
21, HS-grad, Never-married, Craft-repair, Black, Male,32, United-States, <=50K
30, Some-college, Separated, Transport-moving, White, Male,20, United-States, <=50K
54, Bachelors, Married-civ-spouse, Tech-support, White, Male,48, United-States, <=50K
19, Some-college, Never-married, Other-service, White, Female,15, United-States, <=50K
55, Some-college, Married-civ-spouse, Adm-clerical, White, Female,37, United-States, <=50K
20, Some-college, Never-married, Sales, White, Female,28, United-States, <=50K
53, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,40, Greece, <=50K
51, Masters, Never-married, Prof-specialty, White, Male,55, United-States, >50K
33, HS-grad, Married-civ-spouse, Transport-moving, White, Male,40, United-States, <=50K
62, Some-college, Widowed, Priv-house-serv, White, Female,40, United-States, <=50K
24, HS-grad, Never-married, Other-service, White, Male,30, United-States, <=50K
17, 9th, Never-married, Sales, White, Female,40, United-States, <=50K
26, Some-college, Never-married, Adm-clerical, White, Female,45, United-States, <=50K
36, HS-grad, Divorced, Craft-repair, White, Male,40, United-States, <=50K
32, 10th, Married-civ-spouse, Exec-managerial, White, Female,35, United-States, <=50K
58, Doctorate, Married-civ-spouse, Prof-specialty, White, Male,50, United-States, >50K
38, Bachelors, Married-civ-spouse, Tech-support, White, Male,40, United-States, >50K
72, HS-grad, Married-spouse-absent, Machine-op-inspct, White, Male,40, ?, <=50K
26, HS-grad, Divorced, Adm-clerical, White, Female,40, United-States, <=50K
45, HS-grad, Widowed, ?, White, Female,38, United-States, <=50K
72, Assoc-voc, Widowed, ?, White, Female,30, United-States, <=50K
60, Some-college, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K
27, HS-grad, Married-civ-spouse, Sales, White, Male,50, Guatemala, <=50K
38, Assoc-voc, Married-civ-spouse, Machine-op-inspct, White, Male,48, United-States, >50K
37, Some-college, Married-civ-spouse, Sales, White, Male,44, United-States, >50K
28, Some-college, Never-married, Adm-clerical, White, Male,40, United-States, <=50K
38, Bachelors, Married-civ-spouse, Sales, White, Male,40, United-States, >50K
29, HS-grad, Married-civ-spouse, Sales, White, Male,60, United-States, >50K
19, HS-grad, Never-married, Other-service, White, Female,40, United-States, <=50K
28, Bachelors, Never-married, Handlers-cleaners, White, Male,25, United-States, <=50K
70, Bachelors, Divorced, ?, White, Female,7, United-States, <=50K
40, HS-grad, Married-civ-spouse, Craft-repair, White, Male,50, United-States, >50K
26, Assoc-voc, Divorced, Craft-repair, White, Male,40, United-States, <=50K
43, Assoc-acdm, Married-civ-spouse, Sales, Black, Male,60, United-States, <=50K
29, Some-college, Married-civ-spouse, Adm-clerical, White, Female,40, United-States, >50K
25, Some-college, Married-civ-spouse, Protective-serv, Black, Male,40, United-States, <=50K
29, HS-grad, Married-civ-spouse, Machine-op-inspct, Black, Male,40, United-States, >50K
60, 1st-4th, Divorced, Craft-repair, Other, Male,38, Dominican-Republic, <=50K
31, Bachelors, Married-civ-spouse, Adm-clerical, White, Female,40, United-States, <=50K
51, 7th-8th, Married-civ-spouse, Transport-moving, White, Male,40, United-States, <=50K
18, Some-college, Never-married, Adm-clerical, White, Female,15, United-States, <=50K
36, Bachelors, Divorced, Tech-support, White, Male,20, United-States, <=50K
35, Bachelors, Married-civ-spouse, Adm-clerical, Asian-Pac-Islander, Male,40, Philippines, >50K
48, Bachelors, Divorced, Adm-clerical, White, Male,38, United-States, >50K
78, 7th-8th, Married-civ-spouse, Farming-fishing, White, Male,25, United-States, <=50K
72, Bachelors, Married-civ-spouse, Protective-serv, White, Male,17, United-States, <=50K
24, Some-college, Never-married, Exec-managerial, White, Male,40, United-States, <=50K
58, 11th, Married-civ-spouse, ?, White, Male,16, United-States, <=50K
36, 11th, Never-married, Protective-serv, Black, Male,40, United-States, >50K
48, Some-college, Married-civ-spouse, Handlers-cleaners, White, Male,30, United-States, <=50K
28, HS-grad, Divorced, Adm-clerical, White, Female,40, United-States, <=50K
26, Masters, Never-married, Other-service, White, Female,40, United-States, <=50K
29, Bachelors, Never-married, Sales, White, Female,60, United-States, <=50K
47, 5th-6th, Married-civ-spouse, Other-service, Black, Male,40, Jamaica, <=50K
50, Bachelors, Divorced, Exec-managerial, White, Female,50, United-States, >50K
35, 5th-6th, Never-married, Craft-repair, White, Male,40, Mexico, <=50K
17, 11th, Never-married, Transport-moving, White, Male,20, United-States, <=50K
41, Some-college, Married-civ-spouse, Craft-repair, White, Male,48, United-States, >50K
37, HS-grad, Married-civ-spouse, Transport-moving, White, Male,42, United-States, <=50K
35, HS-grad, Married-civ-spouse, Other-service, Amer-Indian-Eskimo, Male,40, United-States, <=50K
56, 7th-8th, Married-civ-spouse, Craft-repair, White, Male,40, Portugal, <=50K
23, Some-college, Married-civ-spouse, Transport-moving, White, Male,40, United-States, <=50K
33, Assoc-acdm, Divorced, Prof-specialty, White, Female,32, United-States, <=50K
79, HS-grad, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K
28, Bachelors, Never-married, Prof-specialty, Black, Male,40, United-States, <=50K
55, 11th, Divorced, Sales, White, Female,20, United-States, <=50K
59, Masters, Married-civ-spouse, Prof-specialty, White, Male,50, United-States, <=50K
22, Bachelors, Never-married, Prof-specialty, White, Female,40, United-States, <=50K
19, 11th, Never-married, Sales, Asian-Pac-Islander, Female,19, Philippines, <=50K
41, 5th-6th, Married-spouse-absent, Farming-fishing, White, Male,35, Mexico, <=50K
32, Assoc-voc, Married-civ-spouse, Adm-clerical, White, Male,40, Italy, <=50K
67, 7th-8th, Married-civ-spouse, ?, White, Male,40, United-States, <=50K
45, HS-grad, Divorced, Other-service, White, Female,35, United-States, <=50K
61, 5th-6th, Married-civ-spouse, Farming-fishing, White, Female,45, Mexico, <=50K
34, Bachelors, Never-married, Sales, White, Female,40, United-States, <=50K
43, Assoc-voc, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K
38, Bachelors, Married-civ-spouse, Adm-clerical, White, Male,50, United-States, >50K
35, Doctorate, Married-civ-spouse, Prof-specialty, White, Male,60, United-States, <=50K
65, HS-grad, Divorced, Protective-serv, White, Male,20, United-States, <=50K
24, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,55, England, >50K
37, HS-grad, Married-civ-spouse, Adm-clerical, White, Male,40, United-States, <=50K
34, Some-college, Married-civ-spouse, Farming-fishing, White, Male,50, United-States, <=50K
42, HS-grad, Married-civ-spouse, Transport-moving, White, Male,60, United-States, >50K
18, 7th-8th, Never-married, Other-service, White, Female,40, United-States, <=50K
43, Some-college, Widowed, Exec-managerial, Amer-Indian-Eskimo, Female,15, United-States, <=50K
31, Some-college, Married-civ-spouse, Other-service, White, Male,40, United-States, >50K
19, Some-college, Never-married, Sales, White, Female,20, United-States, <=50K
40, Some-college, Married-civ-spouse, Exec-managerial, Asian-Pac-Islander, Male,50, China, <=50K
32, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, <=50K
47, Some-college, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K
32, Some-college, Married-civ-spouse, Transport-moving, White, Male,40, United-States, <=50K
46, Doctorate, Separated, Prof-specialty, White, Male,35, United-States, <=50K
40, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,65, United-States, >50K
36, Bachelors, Never-married, Craft-repair, White, Male,35, United-States, <=50K
33, Assoc-voc, Married-civ-spouse, Sales, White, Male,36, United-States, <=50K
23, 5th-6th, Never-married, Transport-moving, White, Male,35, United-States, <=50K
21, 10th, Separated, Machine-op-inspct, White, Male,40, United-States, <=50K
40, HS-grad, Married-civ-spouse, Other-service, Black, Female,32, United-States, <=50K
53, Doctorate, Married-civ-spouse, Prof-specialty, White, Male,50, United-States, >50K
20, Some-college, Never-married, ?, White, Male,15, United-States, <=50K
53, Some-college, Married-civ-spouse, Transport-moving, White, Male,72, United-States, <=50K
58, 9th, Married-civ-spouse, Handlers-cleaners, Black, Male,60, United-States, <=50K
51, HS-grad, Married-civ-spouse, Sales, White, Male,55, United-States, >50K
31, HS-grad, Married-civ-spouse, Other-service, White, Male,65, United-States, <=50K
35, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K
23, 11th, Never-married, ?, Amer-Indian-Eskimo, Male,40, United-States, <=50K
31, Some-college, Divorced, Adm-clerical, White, Female,35, United-States, <=50K
21, Some-college, Never-married, Other-service, White, Female,35, United-States, <=50K
39, Masters, Married-civ-spouse, Craft-repair, White, Male,55, United-States, >50K
36, Prof-school, Married-civ-spouse, Prof-specialty, White, Female,45, United-States, >50K
51, 10th, Married-civ-spouse, Craft-repair, White, Male,40, United-States, >50K
18, 11th, Never-married, Other-service, White, Male,12, United-States, <=50K
32, Some-college, Divorced, Adm-clerical, White, Male,48, United-States, <=50K
56, Bachelors, Divorced, Other-service, White, Female,32, United-States, <=50K
35, Assoc-acdm, Never-married, Protective-serv, White, Male,40, United-States, <=50K
63, 12th, Widowed, Sales, White, Female,40, United-States, <=50K
61, HS-grad, Married-civ-spouse, Exec-managerial, White, Male,50, United-States, >50K
23, Some-college, Never-married, Other-service, White, Male,40, United-States, <=50K
52, Masters, Married-civ-spouse, Prof-specialty, White, Male,50, United-States, >50K
19, HS-grad, Never-married, Sales, White, Male,50, United-States, <=50K
33, Masters, Married-civ-spouse, Prof-specialty, White, Male,50, United-States, >50K
35, Bachelors, Married-civ-spouse, Sales, Black, Male,50, United-States, <=50K
35, HS-grad, Divorced, Transport-moving, White, Female,60, United-States, >50K
38, Prof-school, Married-civ-spouse, Prof-specialty, White, Female,40, United-States, <=50K
23, Bachelors, Never-married, Adm-clerical, White, Female,60, United-States, <=50K
22, Assoc-voc, Divorced, Tech-support, White, Male,60, United-States, <=50K
20, HS-grad, Never-married, Handlers-cleaners, White, Male,40, United-States, <=50K
19, HS-grad, Never-married, Handlers-cleaners, White, Male,40, United-States, <=50K
47, HS-grad, Married-civ-spouse, Machine-op-inspct, Black, Male,40, United-States, >50K
59, 11th, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K
38, HS-grad, Never-married, Sales, White, Female,40, United-States, <=50K
36, HS-grad, Married-civ-spouse, Other-service, White, Male,50, United-States, <=50K
27, 5th-6th, Never-married, Other-service, White, Male,40, Mexico, <=50K
24, Assoc-voc, Married-civ-spouse, Transport-moving, White, Male,40, United-States, <=50K
35, HS-grad, Never-married, Other-service, Black, Female,35, Jamaica, <=50K
22, Some-college, Never-married, Other-service, Black, Male,39, Haiti, <=50K
37, HS-grad, Married-civ-spouse, Transport-moving, White, Male,52, United-States, <=50K
36, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40, United-States, >50K
28, HS-grad, Separated, Other-service, White, Female,25, United-States, <=50K
55, HS-grad, Married-civ-spouse, Sales, White, Female,50, United-States, <=50K
29, 5th-6th, Married-civ-spouse, ?, White, Female,40, United-States, <=50K
32, Bachelors, Married-civ-spouse, Sales, White, Male,44, United-States, <=50K
66, Some-college, Divorced, ?, White, Female,35, United-States, <=50K
47, Some-college, Married-spouse-absent, Craft-repair, White, Male,45, United-States, <=50K
23, Bachelors, Never-married, Other-service, White, Female,40, United-States, <=50K
